DATAFLOW,LAST UPDATE,FREQ,REF_AREA,TRANSFORMATION,AGG_METHOD,UNIT,REFERENCE,ITEM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,COMMENT,UNIT_MULT
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total revenue of general government :- Adjustment based on potential GDP ESA 2010,2015,50.7313,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total revenue of general government :- Adjustment based on potential GDP ESA 2010,2016,49.18517,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total revenue of general government :- Adjustment based on potential GDP ESA 2010,2017,49.0477,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total revenue of general government :- Adjustment based on potential GDP ESA 2010,2018,49.39726,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total revenue of general government :- Adjustment based on potential GDP ESA 2010,2019,49.62268,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2001,52.22355,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2002,51.58119,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2003,51.11744,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2004,53.82301,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2005,51.19788,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2006,51.10822,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2007,50.98073,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2008,51.60167,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2009,53.14184,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2010,52.48007,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2011,51.60052,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2012,51.83212,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2013,51.79129,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2014,51.62514,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2015,50.4845,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2016,50.3339,A,F,(Percentage of potential GDP at current prices),0
ECFIN:AMECO_CHAPTER17-01(1.0),03/06/26 09:31:17,Annual,Austria,Levels (and moving arithmetic mean for time periods),Standard aggregation,"Gross domestic product at market prices (excessive deficit procedure)  (At current prices, as percentage of)",No reference,Cyclically adjusted total expenditure of general government :- Adjustment based on potential GDP Excessive deficit procedure,2017,50.05198,A,F,(Percentage of potential GDP at current prices),0
