DATAFLOW,LAST UPDATE,freq,unit,co_nco,sector,finpos,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2005,169.9,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2006,175.7,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2007,184.8,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2008,196.0,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2009,204.3,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2010,201.9,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2011,204.7,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2012,210.3,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2013,201.0,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2014,184.8,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2015,178.7,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2016,169.5,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2017,160.9,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2018,153.1,,
ESTAT:TIPSPD20(1.0),11/06/26 11:00:00,Annual,Percentage of gross domestic product (GDP),Consolidated,Non-financial corporations; households; non-profit institutions serving households,Liabilities,"Securities other than shares, loans",Portugal,2019,147.0,,
