DATAFLOW,LAST UPDATE,freq,unit,sector,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2008,54.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2009,58.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2010,57.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2011,57.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2012,57.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2013,58.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2014,58.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2015,57.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2016,57.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2017,57.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2018,56.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,France,2019,55.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2002,32.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2003,32.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2004,32.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2005,33.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2006,33.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2007,35.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2008,41.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2009,46.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2010,64.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2011,46.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2012,42.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2013,39.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2014,36.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2015,28.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2016,27.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2017,25.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2018,24.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Ireland,2019,23.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2002,46.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2003,47.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2004,46.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2005,47.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2006,47.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2007,46.6,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2008,47.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2009,51.1,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2010,49.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2011,49.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2012,50.5,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2013,50.9,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2014,50.7,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2015,50.2,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2016,49.0,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2017,48.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2018,48.3,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Italy,2019,48.4,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Netherlands,2002,44.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Netherlands,2003,45.8,,
ESTAT:GOV_10A_MAIN(1.0),22/04/26 11:00:00,Annual,Percentage of gross domestic product (GDP),General government,Total general government expenditure,Netherlands,2004,44.7,,
