DATAFLOW,LAST UPDATE,freq,unit,sector,cofog99,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2009,14057.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2010,13431.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2011,12251.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2012,11144.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2013,11065.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2014,10880.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2015,11059.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2016,11390.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2017,12244.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2018,13256.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Health,Total general government expenditure,Portugal,2019,13920.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2000,43676.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2001,45030.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2002,46870.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2003,48282.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2004,49511.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2005,50951.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2006,52673.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2007,54483.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2008,56849.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2009,60432.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2010,62530.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2011,63360.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2012,65799.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2013,68223.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2014,70604.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2015,72775.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2016,75027.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2017,76051.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2018,77657.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Austria,2019,80128.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2000,42116.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2001,44087.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2002,46732.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2003,48984.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2004,51258.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2005,52990.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2006,55476.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2007,57740.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2008,61589.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2009,66619.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2010,68555.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2011,71884.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2012,75671.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2013,78852.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2014,79724.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2015,80839.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2016,83555.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2017,86019.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2018,88757.5,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Belgium,2019,92195.3,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2000,423741.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2001,436025.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2002,451803.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2003,464581.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2004,467315.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2005,474806.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2006,475224.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2007,471534.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2008,478680.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2009,506627.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2010,513840.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2011,508806.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2012,518124.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2013,532660.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2014,549274.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2015,577518.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2016,611228.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2017,634233.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2018,648104.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Germany,2019,679731.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2000,19402.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2001,20658.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2002,22449.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2003,25574.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2004,27177.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2005,29698.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2006,32947.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2007,36558.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2008,41240.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2009,44284.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2010,42507.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2011,41846.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2012,40229.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2013,35398.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2014,36147.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2015,36012.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2016,36166.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2017,35493.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2018,35648.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Greece,2019,36329.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2000,82247.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2001,87398.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2002,94604.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2003,101961.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2004,109816.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2005,117948.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2006,127300.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2007,138115.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2008,153146.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2009,172746.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2010,179730.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2011,180794.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2012,183764.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2013,185373.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2014,185342.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2015,185186.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2016,189379.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2017,193870.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2018,203470.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Spain,2019,216733.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2000,26623.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2001,27746.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2002,29592.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2003,30860.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2004,32202.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2005,33051.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2006,33910.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2007,35611.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2008,37475.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2009,40939.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2010,42503.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2011,44517.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2012,47426.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2013,50256.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2014,52147.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2015,53488.0,b,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2016,55639.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2017,55754.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2018,56898.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Finland,2019,57986.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2000,306254.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2001,320702.9,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2002,335866.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2003,352631.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2004,368050.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2005,381700.4,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2006,401939.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2007,424131.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2008,438453.1,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2009,460562.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2010,473419.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2011,488799.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2012,505953.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2013,518323.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2014,528086.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2015,535236.7,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2016,545629.6,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2017,557070.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2018,566235.8,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,France,2019,582386.2,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2000,208460.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2001,216111.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2002,219446.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2003,238067.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2004,248750.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2005,256809.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2006,268050.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2007,281212.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2008,294570.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2009,311847.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2010,318154.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2011,323073.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2012,329745.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2013,337544.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2014,344010.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2015,352480.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2016,353847.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2017,359393.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2018,366310.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Italy,2019,378914.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2000,69044.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2001,74044.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2002,78538.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2003,83204.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2004,85180.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2005,86238.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2006,88732.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2007,92130.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2008,98406.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2009,105506.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2010,110365.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2011,112330.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2012,114038.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2013,117158.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2014,118420.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2015,120284.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2016,122980.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2017,124322.0,,
ESTAT:GOV_10A_EXP(1.0),27/04/26 11:00:00,Annual,Million euro,General government,Social protection,Total general government expenditure,Netherlands,2018,127434.0,,
