DATAFLOW,LAST UPDATE,freq,unit,direct,na_item,sector,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Italy,2015,1230975,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Italy,2016,1247677,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Italy,2017,1276156,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Italy,2018,1298022,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Italy,2019,1308798,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2001,315850,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2002,332015,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2003,339028,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2004,344594,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2005,350532,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2006,363997,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2007,380868,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2008,402095,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2009,401539,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2010,400869,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2011,411662,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2012,419195,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2013,424142,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2014,436201,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2015,443817,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2016,461497,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2017,477773,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2018,503803,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Netherlands,2019,537350,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2001,97571,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2002,102546,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2003,105620,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2004,108980,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2005,114115,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2006,117188,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2007,122595,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2008,127384,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2009,126377,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2010,127500,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2011,123937,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2012,119093,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2013,120226,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2014,120285,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2015,123397,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2016,127042,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2017,130885,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2018,137621,,
ESTAT:NASA_10_NF_TR(1.0),17/06/26 23:00:00,Annual,"Current prices, million euro",Received,"National income/balance of primary incomes, gross",Households; non-profit institutions serving households,Portugal,2019,144103,,
